stem,long,translation,n
kunst,kunst,"65 => ""chas kürtz",300
stabil,stabil,stable,300
europé,europé,europe,299
förslaget,förslaget,the proposal,299
express,expresse,express,298
forbundskansl,forbundskanslar,chancellor,298
försikt,försiktig,cautious,298
lykk,lykkast,succeed,298
børnen,børnene,the children,297
erfaren,erfarenhet,experience,297
fédéral,fédéral,service phytosanitaire fédéral,297
gengæld,gengæld,in return,297
michel,michel,michel,297
nick,nick,nickname,297
varsel,varsel,3 month notice,297
forening,forening,affiliate,296
funder,fundera,just reflect,296
genforening,genforening,reunification,296
sygdom,sygdom,disease,296
demokrati,demokrati,democracy,295
hadd,haddad,"haddad, roger (2015",295
instituttet,instituttet,the institute,295
luxemburg,luxemburg,luxembourg,295
resultat,resultata,results,295
satsning,satsning,bet,295
tapt,tapt,lost,295
demonstrant,demonstrant,black protester,294
gård,gård,farm building,294
knyttet,knyttet,linked,294
nådd,nådd,years old,294
ordent,ordentlig,neat wardrobe,294
säker,säkerhet,security,294
allan,allan,alan,293
konkur,konkurs,bankruptcy,293
kunskap,kunskap,knowledge,293
singapor,singapore,sg,293
skjut,skjuta,shoot,293
spillern,spillerne,the players,293
stilling,stilling,position,293
utvikl,utvikla,develop,293
åker,åker,field,292
förklaring,förklaring,explanation,292
gemensamm,gemensamma,,292
tingen,tingene,things,292
ambassad,ambassaden,,291
manchest,manchester,corduroy,291
osäker,osäkerhet,uncertainty,291
uppmärksamm,uppmärksamma,to take note,291
anländ,anlända,arrive,290
brostrøm,brostrøm,bridge current,290
enkel,enkel,simple,290
hämt,hämta,download,290
nyhedsbureauet,nyhedsbureauet,the news agency,290
såsom,såsom,such as,290
skridt,skridt,steps,290
tett,tett,close,290
veien,veien,way,290
allemagn,allemagne,allemagne/paese,289
døgnet,døgnet,around the clock,289
enhv,enhver,any,289
extremt,extremt,extremely,289
forældr,forældre,parents,289
gill,gill,gill,289
karl,karl,carl,289
pandemic,pandemic,pandemic,289
sårb,sårbar,vulnerable species,289
landslaget,landslaget,"do not speak about the national team, but about national teams",288
marked,markeder,danske invest nye markeder,288
reglern,reglerne,the rules,288
täck,täcka,to cap,288
fell,fella,despite this has been,287
foregår,foregår,taking place,287
indenf,indenfor,"including with products within industrial coatings and plastics, as well",287
kung,kung,king,287
baseret,baseret,based,286
beredskap,beredskap,response,286
född,född,børn,286
informer,informera,inform,286
medarbejdern,medarbejderne,the employees,286
reducer,reducera,reduce,286
roman,roman,novel,286
statsborger,statsborgere,citizens,286
aalborg,aalborg,aalborg,285
ansvaret,ansvaret,the responsibility,285
bestill,bestill,order,285
diaverum,diaverum,diaverum,285
gjennomfør,gjennomførast,implemented,285
gravid,gravid,pregnancy,285
jesp,jesper,jasper,285
kont,konta,account,285
sammenlign,sammenligna,compare,285
skillnad,skillnaden,erottaja,285
trän,trän,exercise,285
undersökning,undersökning,investigation,285
aren,arena,arena,284
holbæk,holbæk,holbæk,284
övertyg,övertyga,to persuade,284
process,processen,process,284
teori,teori,theory,284
användning,användning,usage,283
fornuft,fornuft,sense,283
genomförd,genomförd,completed,283
förhandling,förhandling,land negotiation,282
köpenhamn,köpenhamn,copenhagen,282
voldsomt,voldsomt,violently,282
alkohol,alkohol,alcohol,281
flyget,flyget,air force,281
forud,forud,prior,281
offentliggjort,offentliggjort,not published,281
omsorg,omsorg,care,281
släppt,släppt,released,281
smittetrykket,smittetrykket,the infection pressure,281
torén,torén,the tower,281
trening,trening,training,281
förbjud,förbjuda,prohibit,280
nattklubb,nattklubb,nightclub,280
øget,øget,increased,280
opmærksom,opmærksom,pay attention,280
vask,vask,sink,280
bredt,bredt,wide,279
utstyr,utstyr,yith woocommerce brands add on,279
bedt,bedt,bedt,278
bekæmp,bekæmpe,combat,278
faktor,faktorar,factors,278
læger,læger,doctors,278
omsättning,omsättning,sales figures,278
värd,värd,host,278
äldreomsorg,äldreomsorg,elderly care,277
älsk,älska,love,277
framhåll,framhålla,emphasize,277
hävd,hävd,usucaption,277
henvend,henvende,contact,277
lettland,lettland,latvia,277
leverer,leverera,supply,277
miss,missa,miss,277
oppdatert,oppdatert,guest author updated,277
olsson,olsson,lars olsson,276
rent,renta,rent,276
scenario,scenario,scenario,276
smittetallen,smittetallene,infection rates,276
tjen,tjen,earn,276
høyest,høyest,highest,275
nåed,nåede,reached,275
ögon,ögon,eye,275
primært,primært,primarily,275
stift,stift,pin,275
åpnet,åpnet,opened,274
depuis,depuis,since june 2017,274
greec,greece,greece,274
kraftfull,kraftfull,powerful,274
krafth,krafth,power,274
politikern,politikerne,"luckily, the politicians have noticed",274
reform,reformar,reform,274
richard,richard,richard,274
spørgsmålet,spørgsmålet,the question,274
aktør,aktør,actor,273
cykl,cykla,to cycle,273
dukk,dukka,dukka,273
færdig,færdig,finished,273
final,finala,final,273
leif,leif,leif,273
tabt,tabt,lost,273
bered,bered,sat prep,272
bygget,bygget,built,272
grænsekontrol,grænsekontrol,border control,272
klimatpolitisk,klimatpolitisk,climate policy,272
lægger,lægger,places the items on the belt,272
tryck,tryck,push,272
tusind,tusind,thousand,272
vælger,vælger,selects,272
befind,befinde,find,271
finansier,finansiera,re-finance,271
juster,justera,justify,271
mind,minde,minde,271
nato,nato,nato,271
oprinde,oprindelig,originally,271
påbud,påbud,the crucifix is not a sign of imposition,271
pressträff,pressträff,press conference,271
redo,redo,ready,271
relevant,relevanta,relevant,271
anklag,anklaga,accuse,270
fred,fred,peace,270
konstaterat,konstaterats,not found,270
listan,listan,list,270
rasmuss,rasmussen,rasmussen,270
reaktion,reaktion,reaction,270
spar,spar,spar,270
vaccinet,vaccinet,the vaccine,270
coronatid,coronatid,coronatid,269
flykting,flykting,refugee,269
leverans,leveransar,deliveries,269
overvej,overveje,consider,269
partiled,partiledare,party leader,269
presset,presset,the pressure,269
fjerd,fjerde,fourth,268
haugesund,haugesund,"2, n-5514 haugesund, norway",268
hemifrån,hemifrån,away from home,268
kanal,kanal,channel,268
kontinent,kontinent,continent,268
kriteri,kriteria,criteria,268
lykked,lykkedes,succeeded,268
museet,museet,museum,268
øker,øker,increases,268
overhovedet,overhovedet,at all,268
skall,skall,shall,268
borgmest,borgmester,"mr steen ole dahlstrøm, borgmester",267
indr,indra,indra,267
intensivvårdsplats,intensivvårdsplatser,intensive care units,267
lukning,lukning,weed control,267
militär,militär,armed forces,267
rådgiv,rådgivande,advisory,267
coronarestriktion,coronarestriktioner,coronary restrictions,266
däribland,däribland,amongst,266
frihet,frihet,freedom,266
halvår,halvår,six months,266
lindr,lindra,lindra,266
omställning,omställning,conversion,266
ordet,ordet,the word,266
sammenligning,sammenligning,comparison,266
årsdag,årsdag,jubilee,265
bind,bind,bookbinding,265
fasthold,fastholde,maintain,265
homo,homo,homo,265
innfør,innførast,introduced,265
japansk,japansk,javanese,265
romani,romani,romany,265
tænker,tænker,"mutedly, thinking out loud",265
bryd,bryde,break,264
eventuelt,eventuelt,code number (where available,264
hongkong,hongkong,hong kong,264
individ,individ,individual,264
seeker,seekers,seekers,264
sköt,sköt,and fired,264
steen,steen,chenin blanc,264
sundhedsmyndighed,sundhedsmyndighed,health authority,264
gärn,gärna,please,263
inntil,inntil,until you decide to talk,263
minskning,minskning,decrease,263
omfang,omfang,scope,263
produksjon,produksjon,operation and production,263
festival,festivalar,festivals,262
hækkerup,hækkerup,hækkerup,262
markus,markus,markus,262
plej,pleje,care,262
pressekonferans,pressekonferanse,a press conference,262
ruud,ruud,ruud de gier,262
toll,toll,henrik toll,262
drikk,drikke,drink,261
individuell,individuell,individual (specific,261
lukt,lukt,odour,261
midl,midlar,funds,261
ministr,ministra,minister,261
modtag,modtage,receive,261
reduser,redusera,reduce,261
sofi,sofia,sofia,261
afsted,afsted,away,260
begränsning,begränsning,circumscription,260
dresd,dresde,dresde,260
enbart,enbart,mere,260
förstås,förstås,be understood,260
koronakris,koronakrisa,coronary heart disease,260
mødet,mødet,the meeting,260
ordr,ordrar,orders,260
resulter,resultera,to output,260
tren,tren,train,260
drog,drog,drug,259
håndbold,håndbold,handball,259
indgået,indgået,entered into,259
omöj,omöjlig,impossible,259
södr,södra,south,259
toget,toget,the train,259
ytterliger,ytterligere,näslund says that they can wait another 24 hours before further involving the germans,259
desværr,desværre,unfortunately,258
jesus,jesus,jesus,258
østergaard,østergaard,østergaard,258
vark,varken,neither,258
brexit,brexit,brexit,257
förskol,förskola,preschool,257
gjennomført,gjennomført,completed,257
magt,magt,power,257
omtal,omtala,mention,257
umgås,umgås,socialise,257
finan,finans,finance,256
frihed,frihed,freedom,256
fuldstænd,fuldstændig,completely,256
louis,louis,louis,256
medel,medel,$$,256
sänk,sänka,lower the prices,256
tværs,tværs,across,256
udtal,udtale,pronunciation,256
christin,christin,ann-christin tunehed,255
forfat,forfater,author,255
forsv,forsvar,defense,255
gränskontroll,gränskontroll,border control,255
jakt,jakt,hunting,255
korrek,korrekt,correctly,255
namn,namn,name,255
spurg,spurgt,asked,255
ungarn,ungarn,nickelsdorf (republik ungarn,255
aktivt,aktivt,active,254
antag,antagande,assumption,254
efterhånd,efterhånden,gradually,254
fællesskab,fællesskab,for det europæiske fællesskab,254
full,fulla,fulla,254
håndsprit,håndsprit,hand alcohol,254
kansl,kansler,chancellor,254
sakt,sakta,easy,254
strax,strax,shortly,254
trend,trendar,trending,254
udskyd,udskyde,postpone,254
utbruddet,utbruddet,the outbreak,254
dann,danna,"and dannah, and kirjath-sannah, which is debir",253
hjemmefr,hjemmefra,à temps pour s'éloigner de la maison,253
ladd,ladd,ladd,253
psykisk,psykisk,mind,253
tyvärr,tyvärr,unfortunately,253
udlænding,udlænding,foreigner,253
astr,astra,astra,252
dropp,dropp,drip,252
hushåll,hushåll,household,251
känsl,känsla,feeling,251
nått,nått,end reached,251
respekter,respektera,respect boundaries,251
respirat,respirator,lung ventilator,251
rødt,rødt,red,251
rykk,rykk,jerk,251
sekt,sekt,sect,251
smittef,smittefare,risk of infection,251
sykdom,sykdom,disease,251
aktör,aktör,actor,250
biontech,biontech,biontech,250
gemensamt,gemensamt,jointly,250
hørt,hørt,heard,250
hyll,hylla,shelf,250
influens,influensa,flu,250
koppling,koppling,linkage,250
noll,noll,null,250
omvärld,omvärld,employees and those around us,250
antistoff,antistoff,antibody,249
døren,døren,"finally, someone bangs on the door",249
elevern,eleverne,the students,249
garanter,garantera,ensure,249
grundet,grundet,due,249
innenf,innenfor,within,249
jönköping,jönköping,jönköping,249
planlægg,planlægge,plan,249
beskjed,beskjed,kristin lets the undercovers know,248
björn,björn,bear,248
förhoppning,förhoppning,hope,248
rekord,rekord,record,248
restriktionern,restriktionerne,restrictions,248
tænke,tænke,"handler du hos os, behøver du ikke tænke på det praktiske",248
galt,galt,boar,247
inspiration,inspiration,inspiration,247
internationellt,internationellt,internationally,247
mötet,mötet,the meeting,247
nprogramled,nprogramledare,program manager,247
thoms,thomsen,report: thomsen,247
udmelding,udmelding,announcement,247
barnehag,barnehagar,kindergartens,246
erhverv,erhverv,profession,246
flygplat,flygplats,airport,246
forsvar,forsvarer,defender,246
grønt,grønt,green,246
öppning,öppning,chess opening,246
øverst,øverst,at the top,246
praksis,praksis,practice,246
respirator,respiratorar,respirators,246
scenari,scenaria,scenario,246
speciellt,speciellt,especially,246
yttr,yttra,speak,246
coronapatient,coronapatient,corona patient,245
förstår,förstår,i understand,245
lagd,lagd,placed on,245
uppgav,uppgav,stated,245
alminde,almindelig,common,244
bryssel,bryssel,brussels#municipalities,244
grekisk,grekisk,greek,244
nået,nået,reached,244
pres,pres,pres,244
säkerställ,säkerställ,ensure,244
sammankomst,sammankomster,gatherings,244
stemning,stemning,mood,244
anhör,anhörig,relative,243
anpass,anpassa,customise,243
dott,dotter,daughter,243
grænselukning,grænselukning,border closure,243
klub,klub,club,243
överväg,överväg,consider,243
producent,producent,producer,243
scheng,schengen,schengen,243
skje,skje,happen,243
eksempl,eksemplar,copy,242
favorit,favorit,favorite,242
grensen,grensene,the borders,242
journal,journal,medical records,242
mött,mött,met,242
nabol,nabolande,neighboring countries,242
numer,numera,aial is now amdl,242
poäng,poäng,points,242
revision,revision,revision,242
tilbyd,tilbyde,offer,242
valget,valget,the choice,242
charl,charles,charles,241
framförallt,framförallt,in particular,241
grein,grein,"grein, austria",241
hentet,hentet,retrieved,241
hvorvid,hvorvidt,whether,241
marcus,marcus,marcus,241
nämn,nämna,advert,241
optimism,optimism,optimism,241
privat,privata,private,241
sekund,sekund,second,241
vietnam,vietnam,viet nam,241
zenec,zeneca,astra zeneca ab s-151 85 södertälje sweden,241
behøv,behøv,need,240
rettet,rettet,this decision is addressed to the member states,240
utbildning,utbildning,education,240
ændret,ændret,changed,239
asiatisk,asiatisk,asia,239
funnit,funnit,have you found your way,239
halvt,halvt,half,239
kurvan,kurvan,split curve,239
miljø,miljø,environment,239
præcis,præcis,exactly,239
vidst,vidst,know,239
hallengr,hallengren,jesper hallengren,238
kafé,kafé,coffeehouse,238
minister,ministere,ministers,238
uppfattning,uppfattning,950 perception,238
brød,brød,bread,237
dereft,derefter,then,237
forlæng,forlænge,extend,237
hänsyn,hänsyn,into consideration,237
lemp,lempa,lempa,237
stränd,stränder,beach,237
alexandr,alexandr,alexandr,236
bekämp,bekämpa,tackling climate change,236
eurozon,eurozone,eurozone,236
forsamling,forsamling,the parents consecrated it,236
forsigt,forsigtig,careful,236
sebastian,sebastian,sean,236
stött,stött,cut-off corner,236
teck,tecken,sign,236
udov,udover,besides,236
underlag,underlag,payment basis,236
ekstraordinær,ekstraordinær,extraordinary,235
föregåend,föregående,predecessor,235
førte,førte,led,235
læge,læge,doctor,235
overraskend,overraskende,surprising,235
paus,paus,pause,235
politiqu,politique,politics,235
världskriget,världskriget,world war i,235
administrerend,administrerende,ceo,234
anläggning,anläggning,electrical installation,234
børsen,børsen,the stock exchange,234
fabrikk,fabrikk,factory,234
konstnär,konstnär,artist,234
larsson,larsson,larsson,234
lign,ligna,ligna,234
stået,stået,stood,234
strategisk,strategisk,strategic,234
verst,verst,verst,234
chin,china,china,233
coronasmitted,coronasmittede,coronary heart disease,233
état,état,state,233
frank,frank,frank,233
glæde,glæde,joy,233
italian,italian,italian,233
kant,kant,edge,233
kaos,kaos,chaos,233
østrigsk,østrigsk,austrian,233
rime,rimelig,reasonable,233
simpelth,simpelthen,simply,233
skärp,skärp,belt,233
tillfäll,tillfälle,opportunity,233
utsträckning,utsträckning,extent,233
begivenhed,begivenhed,event,232
charlot,charlotta,charlotta,232
export,export,exportation,232
grænseåbning,grænseåbning,border opening,232
hållbar,hållbara,sustainable,232
holdning,holdning,attitude,232
kristens,kristensen,kristensen,232
malgré,malgré,malgré,232
møller,møller,møller,232
næstved,næstved,næstved,232
omtrent,omtrent,about,232
programled,programledare,programme leader,232
robust,robust,ruggedized,232
begrænset,begrænset,begrænset gyldighed,231
cepi,cepi,confederation of european paper industries,231
gæld,gæld,debt,231
henvis,henvise,refer,231
hundred,hundrede,hundred,231
instagram,instagram,instagram,231
lägen,lägena,all possible modes are,231
nogensind,nogensinde,ever,231
odens,odense,odense,231
sämr,sämre,worse,231
vedkommend,vedkommende,"näslund receives the dossier on the person, reads it and suddenly freezes",231
chan,chan,chan,230
endd,endda,even,230
førend,førend,before,230
investorern,investorerne,investors,230
juridisk,juridisk,legal,230
mond,monde,medecins du monde,230
udvid,udvid,expand,230
avgjør,avgjør,decides,229
edit,edit,edit,229
liechtenstein,liechtenstein,li,229
oxford,oxford,oxford,229
protester,protestera,protest,229
slagteriet,slagteriet,the slaughterhouse,229
tillstånd,tillstånd,state,229
förlust,förlust,loss,228
framgår,framgår,is clear,228
klimatet,klimatet,climate,228
pernill,pernilla,pernille,228
slutsats,slutsatse,conclude,228
ställd,ställda,pledged,228
straff,straff,punishment,228
epidemiolog,epidemiolog,"an2}this epidemiologist was making
a pretty interesting case",227
oron,oron,the worry,227
overnatning,overnatning,accommodation,227
riktning,riktning,direction,227
rysk,rysk,russian,227
træning,træning,training,227
utför,utför,treatment plan,227
automatisk,automatisk,automatic,226
ekstremt,ekstremt,extremely,226
förvån,förvåna,18. amaze everyone,226
heunick,heunicke,heunicke,226
pension,pension,retirement,226
royal,royal,royal,226
thunberg,thunberg,"thunberg, adam gärdesvägen 8",226
tolk,tolk,interpreter,226
verdenssundhedsorganisation,verdenssundhedsorganisation,world health organization,226
bund,bund,federal bond,225
efterfølgend,efterfølgende,udstedt efterfoelgende,225
forhandl,forhandle,negotiate,225
generellt,generellt,in general,225
koronapandemi,koronapandemi,coronary pandemic,225
måttet,måttet,cover the cup,225
middag,middag,choose dinner,225
nordjylland,nordjylland,north denmark region,225
part,partar,partar,225
praktik,praktik,work placement,225
taiwan,taiwan,taiwan,225
uddann,uddannelse,education,225
uteslut,utesluta,exclude otp,225
ændring,ændring,change,224
begrens,begrensa,limit,224
fremm,fremme,promotion,224
guerr,guerra,war,224
gunn,gunn,gunn,224
kalundborg,kalundborg,kalundborg,224
kjell,kjell,kjell,224
såkalt,såkalt,so-called,224
skrivit,skrivit,posted,224
steff,steffen,steffen,224
ændre,ændre,"the course can ændre itself as, at markedsrenten ændrer itself",223
dækker,dækker,covers,223
deltagern,deltagerne,the participants,223
dyrt,dyrt,expensive,223
stjern,stjerna,star,223
trupp,trupp,troop,223
uppvis,uppvisa,has completed,223
virkelighed,virkelighed,reality,223
american,american,american,222
dertil,dertil,dertil,222
divers,diversa,diversa,222
dybt,dybt,dybt,222
jørgen,jørgen,jørgen,222
nettopp,nettopp,nettopp,222
pouls,poulsen,poulsen,222
sant,sant,sant,222
skuld,skuld,skuld,222
susan,susan,susan,222
tillägg,tillägg,tillägg,222
tilsyneladend,tilsyneladende,tilsyneladende,222
bodd,bodd,bodd,221
bragt,bragt,bragt,221
digitalisering,digitalisering,digitalisering,221
firmaet,firmaet,firmaet,221
intäk,intäkt,intäkt,221
lægge,lægge,lægge,221
sigt,sigt,sigt,221
tillit,tillit,tillit,221
udgangspunk,udgangspunkt,udgangspunkt,221
drej,dreje,dreje,220
ersättning,ersättning,ersättning,220
fjärd,fjärde,fjärde,220
framgångsrik,framgångsrik,framgångsrik,220
gemensam,gemensam,gemensam,220
heraf,heraf,heraf,220
koch,koch,koch,220
mörk,mörk,mörk,220
panik,panik,panik,220
plock,plocka,plocka,220
regnskab,regnskab,regnskab,220
tilstand,tilstand,tilstand,220
vert,vert,vert,220
helen,helena,helena,219
innehåll,innehåll,innehåll,219
interessant,interessant,interessant,219
kapasitet,kapasitet,kapasitet,219
nedgång,nedgång,nedgång,219
rutin,rutin,rutin,219
tyrol,tyrol,tyrol,219
værre,værre,værre,219
vladimir,vladimir,vladimir,219
belarus,belarus,țara: belarus /,218
beskytt,beskyttelse,protection,218
dagsläget,dagsläget,"no, not today",218
elit,elit,elite,218
import,import,import,218
inträff,inträffa,confrontations,218
medisin,medisin,medicine,218
nordic,nordic,nordic,218
spørger,spørger,asks,218
varslet,varslet,"the notice must be provided on a <g id=""2"">special form</g>",218
yrkanden,yrkandena,the form of order sought by the respondent,218
foredrag,foredrag,lectures,217
höjd,höjd,high,217
produktet,produktet,the product,217
randrup,randrup,randrup,217
restriksjon,restriksjonar,restrictions,217
samling,samling,collection,217
sang,sangat,sangat,217
strak,strake,strake,217
vatt,vatten,water,217
dødd,dødd,died,216
forsvaret,forsvaret,the defense,216
innlag,innlagd,hospitalized,216
kørte,kørte,drove,216
luxembourg,luxembourg,luxembourg,216
overlev,overleva,survive,216
overskud,overskud,profits,216
regelverk,regelverk,regulatory framework,216
reglen,reglene,the rules,216
vårdpersonal,vårdpersonal,nurs staff,216
forbliv,forblive,remain,215
forsikring,forsikring,change of pension funds to vital forsikring asa,215
frit,frit,frit,215
hundratal,hundratal,hundreds,215
imot,imot,kristin accepts the letter,215
kass,kassa,restaurant assistants,215
stigit,stigit,stigit,215
trukket,trukket,i'm not gonna get buried in this shit,215
trussel,trussel,threat,215
aktuelt,aktuelt,currently,214
blod,blod,blood,214
foretag,foretage,make,214
forventet,forventet,expected,214
köpt,köpt,purchased,214
larm,larm,alarms,214
ledning,ledning,management,214
løbend,løbende,continuously,214
mads,madsen,madsen,214
traditionell,traditionell,traditional,214
bjørn,bjørn,bear,213
diabet,diabetes,diabetes,213
forkert,forkert,wrong,213
funktion,funktion,feature,213
kombination,kombination,combination,213
lock,locka,attract,213
minimer,minimera,minimise,213
slagit,slagit,sauna bench is warped,213
tedro,tedros,tedros,213
tvätt,tvätt,steam scrubbing,213
uppåt,uppåt,upwards,213
aktuellt,aktuellt,current situation,212
lagr,lagra,to age,212
ordn,ordna,arranging,212
varsl,varsla,i just wanted to give you advance notice,212
colleg,collega,colleague,211
fremst,fremst,foremost,211
helseorganisasjon,helseorganisasjon,health organization,211
præsenter,præsentere,present,211
samordn,samordna,x coordinate,211
stängning,stängning,closing,211
stimuler,stimulera,"stimulate,to",211
svin,svin,swine,211
utviklet,utviklet,developed,211
afghanistan,afghanistan,af,210
afvikl,afvikle,settle,210
årsåld,årsåldern,it used to come in the 70s,210
avslöj,avslöja,break,210
bortset,bortset,except,210
italien,italienar,italienar,210
lott,lott,trisslott,210
mobiltelefon,mobiltelefon,mobile phone,210
nødvendigvis,nødvendigvis,necessarily,210
övning,övning,exercise,210
påverkan,påverkan,impact,210
reell,reell,real number,210
sejr,sejr,victory,210
signal,signalen,the signal,210
testkapacitet,testkapacitet,test capacity,210
tillid,tillid,trust,210
vidtagit,vidtagit,action(s) taken,210
bordet,bordet,at the board,209
bränsl,bränsle,fuel,209
dobbelt,dobbelt,double,209
dörr,dörr,doorway,209
förmod,förmoda,conjecture,209
främj,främja,promote violence,209
gennemført,gennemført,"if yes, tick <g id=""4"">yes </g>and sign off as completed",209
handlingsplan,handlingsplan,action plan,209
handsprit,handsprit,hand sanitizer,209
kämp,kämp,fight,209
kørt,kørt,driven,209
letter,lettere,penisola sorrentina-lettere,209
løse,løse,solve,209
mink,mink,mink,209
professionell,professionell,professional,209
statistikk,statistikk,statistics,209
bærer,bærer,bearer,208
berørt,berørt,"all done! <ph id=""mtc_1"" equiv-text=""base64:jwq=""/> posts were affected",208
birgit,birgit,birgit,208
forbyd,forbyd,forbid,208
publ,publ,joint-stock company,208
skett,skett,what has happened,208
stämm,stämma,to summon,208
sveit,sveits,switzerland,208
unntak,unntak,exception,208
uppskat,uppskatta,approximate,208
anting,antingen,either,207
bendjelloul,bendjelloul,bendjelloul,207
böck,böcker,books,207
frid,frid,peace,207
havet,havet,the sea,207
organiser,organisera,organize,207
påpeg,påpege,point out,207
representer,representera,correspond,207
sektor,sektorar,sectors,207
selvsag,selvsagt,of course,207
struktur,struktur,structure,207
tilstrække,tilstrækkelig,sufficient,207
utrustning,utrustning,equipment,207
ændrer,ændrer,"the course can ændre itself as, at markedsrenten ændrer itself",206
beslutted,besluttede,decided,206
californi,california,california,206
demonstrer,demonstrera,demonstrate,206
ensam,ensam,alone,206
forklaring,forklaring,explanation of the invoice,206
genetisk,genetisk,genetic,206
grundlag,grundlag,organic law,206
innebær,innebære,involve,206
lagstiftning,lagstiftning,legislation,206
omtalt,omtalt,mentioned,206
önsk,önska,want,206
provins,provinsen,province asir,206
sättet,sättet,modern way,206
skrift,skrift,writing,206
sydafrik,sydafrika,south africa,206
bladet,bladet,the blade,205
bröt,bröt,log jam,205
digitalt,digitalt,digital,205
elbil,elbil,electrically-driven vehicle,205
intensivvårdsavdelning,intensivvårdsavdelning,the intensive care unit,205
lejlighed,lejlighed,apartment,205
ministeriet,ministeriet,ministry of magic,205
otto,otto,otto,205
sørge,sørge,mourn,205
støtter,støtter,supports,205
udenrigsminist,udenrigsminister,minister of foreign affairs,205
bekreft,bekreft,confirm deletion,204
husbil,husbil,motorhome,204
klimatpolitik,klimatpolitik,policy for responding to climate change,204
nöjd,nöjd,satisfied,204
øjne,øjne,eyes,204
opphold,opphold,stay,204
reisend,reisende,travelers,204
rejält,rejält,renovated,204
spil,spil,games,204
stoppet,stoppet,stopped,204
trykk,trykk,press,204
claus,claus,claus lehr,203
datt,datt,datt,203
elektronisk,elektronisk,electronic,203
färd,färd,route plan,203
flam,flam,flam,203
flockimmunitet,flockimmunitet,flock immunity,203
kriget,kriget,war,203
mangel,mangel,mangle,203
mindsk,mindske,decrease,203
sydeurop,sydeuropa,southern europe,203
upphandling,upphandling,procurement,203
wiel,wiele,offeciers-van de wiele,203
årti,årti,decade,202
café,café,coffeehouse,202
domstol,domstol,tribunal,202
idet,idet,in it,202
jacob,jacob,jacob,202
jepp,jepp,"yes, that’s easy",202
kryds,krydse,cross,202
møtet,møtet,the meeting,202
omstilling,omstilling,omstilling og nyskapning,202
optimistisk,optimistisk,optimistic,202
skärpt,skärpt,strengthened,202
välfärd,välfärd,welfare,202
astrazenec,astrazeneca,astrazeneca,201
blick,blick,eyes,201
borgmester,borgmesteren,the mayor,201
elisabeth,elisabeth,elisabeth,201
ghebreyesus,ghebreyesus,ghebreyesus,201
inställd,inställd,status.cancelled,201
liverpool,liverpool,liverpool,201
mødt,mødt,you've never met her,201
rust,rust,rust,201
smittskyddsläk,smittskyddsläkare,infection control physician,201
växt,växt,plant,201
bekræft,bekræfte,confirm,200
belastning,belastning,load,200
cont,contar,count,200
formiddag,formiddag,morning,200
hygge,hyggelig,nice,200
mistank,mistanke,suspicion,200
otro,otro,otro,200
skratt,skratt,laughter,200
ständ,ständen,ständen,200
foreslår,foreslår,hamilton suggests that he becomes part of the police investigative team,199
förrän,förrän,until tonight,199
grän,gräns,boundary,199
hantering,hantering,management,199
hört,hört,heard,199
komplet,komplet,assembled rack,199
konkurs,konkursar,bankruptcy,199
marian,marianne,marianne,199
muslim,muslim,islam,199
någonting,någonting,any,199
opplevd,opplevd,experienced,199
persson,persson,persson,199
respek,respekt,respect,199
smittetryk,smittetryk,infection pressure,199
tomt,tomt,plot,199
torb,torben,torben weis,199
adress,adress,name clarification (company signer,198
derimod,derimod,on the other hand,198
economy,economy,finance,198
ettersom,ettersom,since,198
ledend,ledende,leading,198
lyon,lyon,lyon,198
oerhört,oerhört,incredibly,198
pehr,pehr,pehr,198
samman,samman,uterus to contract,198
stærk,stærk,strong,198
udgang,udgang,output,198
vestag,vestager,vestager,198
bygning,bygning,overlooking a larger building in the city center,197
föreslår,föreslår,he suggests,197
genomfört,genomfört,completed,197
investor,investoren,investors,197
känt,känt,medicinapl r,197
kart,kart,kart,197
koronavirus,koronavirus,coronavirus,197
mediterranean,mediterranean,spiny scorpionfish,197
motiver,motivera,motivate,197
oppfordr,oppfordra,encourage,197
opptat,opptatt,busy,197
potentiell,potentiell,potential,197
rapportert,rapportert,reported,197
sikret,sikret,secured,197
spids,spidse,pointed,197
styret,styret,handlebars,197
universitetshospital,universitetshospital,university hospital,197
utenlandsk,utenlandsk,foreign,197
beregning,beregning,calculation,196
bott,bott,bot,196
flask,flaska,bottle,196
hænder,hænder,hands,196
høst,høst,autumn,196
lufthans,lufthansa,lufthansa,196
nordtveit,nordtveit,nordtveit,196
nyest,nyest,newest,196
overlæg,overlæg,deliberation,196
överlev,överleva,survival probability,196
vold,vold,"vold"" is not running",196
ytterst,ytterst,extremely small subjects,196
återhämtning,återhämtning,recovery,195
bonus,bonus,bonus,195
dans,dansa,dance,195
ebitd,ebitda,ebitda,195
forholdsregl,forholdsregler,precautions,195
forsid,forsida,front page,195
huvudsak,huvudsak,mainly job-related,195
kristersson,kristersson,contacting physiotherapist erik krister petersson,195
kvadratmet,kvadratmeter,square meters,195
läkt,läkt,lath,195
rykket,rykket,jerked,195
samråd,samråd,consultation,195
sannsyn,sannsynlig,likely,195
sjans,sjanse,i just took a shot,195
succ,succes,small cracks in the work will progressively become apparent,195
transporter,transportera,intransit,195
udsend,udsende,broadcast,195
americ,america,amerika,194
après,après,après,194
deux,deux,deux,194
